,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9
iteration,train,test,train,test,train,test,train,test,train,test,train,test,train,test,train,test,train,test,train,test
0,0.145967,0.13888,0.126016,0.128301,0.142363,0.147149,0.125229,0.125775,0.128237,0.128905,0.130309,0.126685,0.128576,0.128908,0.124874,0.125223,0.127795,0.128349,0.126121,0.127259
100,0.122724,,0.119569,,0.12343,,0.12238,,0.121812,,0.123921,,0.116621,,0.121641,,0.123299,,0.118799,
200,0.122684,,0.121737,,0.121122,,0.122326,,0.118906,,0.122944,,0.114208,,0.120353,,0.122192,,0.120459,
300,0.121223,,0.120361,,0.121304,,0.121766,,0.121059,,0.122509,,0.116175,,0.121256,,0.121363,,0.120398,
400,0.121426,,0.121246,,0.120261,,0.122017,,0.120419,,0.122068,,0.117018,,0.121252,,0.121028,,0.118161,
500,0.12114,,0.121338,,0.121394,,0.121133,,0.120095,,0.12098,,0.115798,,0.12004,,0.119588,,0.119436,
600,0.120605,,0.121132,,0.120043,,0.121503,,0.119189,,0.121113,,0.112993,,0.119404,,0.120439,,0.119714,
700,0.120437,,0.120894,,0.120608,,0.121681,,0.119152,,0.120872,,0.113032,,0.120631,,0.119321,,0.116564,
800,0.118452,,0.121305,,0.119802,,0.121257,,0.119201,,0.120272,,0.116204,,0.121202,,0.118783,,0.119004,
900,0.118529,,0.121807,,0.118604,,0.121077,,0.120801,,0.119669,,0.116112,,0.119655,,0.119364,,0.117134,
1000,0.12089,,0.119983,,0.121454,,0.120778,,0.119544,,0.120996,,0.11302,,0.118703,,0.119528,,0.118234,
1100,0.120774,,0.121564,,0.120164,,0.120751,,0.116372,,0.120717,,0.113249,,0.120587,,0.117639,,0.117962,
1200,0.119471,,0.118875,,0.11996,,0.120336,,0.119742,,0.119993,,0.116353,,0.121226,,0.117128,,0.118348,
1300,0.117585,,0.121634,,0.12078,,0.120585,,0.119347,,0.118326,,0.116644,,0.117863,,0.117594,,0.112897,
1400,0.117927,,0.119584,,0.118333,,0.12049,,0.119484,,0.119667,,0.110777,,0.117079,,0.119374,,0.120724,
1500,0.116856,,0.120819,,0.120382,,0.119794,,0.118188,,0.120767,,0.110568,,0.119258,,0.11761,,0.119588,
1600,0.118404,,0.120406,,0.11956,,0.122317,,0.11719,,0.118893,,0.115649,,0.119845,,0.119272,,0.116533,
1700,0.119075,,0.121175,,0.120829,,0.120664,,0.118584,,0.118652,,0.117318,,0.116854,,0.117089,,0.118996,
1800,0.117388,,0.119849,,0.121566,,0.120816,,0.119323,,0.120055,,0.110548,,0.115932,,0.115377,,0.121243,
1900,0.118342,,0.120652,,0.116815,,0.120592,,0.117369,,0.11933,,0.111504,,0.118252,,0.12073,,0.117438,
2000,0.114226,,0.121447,,0.120966,,0.120647,,0.117945,,0.117655,,0.113358,,0.119246,,0.117209,,0.118276,
2100,0.121333,,0.118618,,0.119225,,0.120594,,0.118155,,0.118338,,0.115296,,0.11582,,0.114141,,0.116196,
2200,0.118768,,0.121275,,0.118683,,0.118669,,0.118569,,0.118887,,0.115149,,0.114159,,0.115443,,0.117595,
2300,0.118108,,0.117655,,0.121054,,0.120586,,0.118288,,0.119252,,0.111938,,0.117258,,0.116369,,0.117817,
2400,0.115838,,0.121238,,0.117642,,0.120957,,0.11592,,0.116714,,0.116243,,0.119159,,0.115576,,0.115201,
2500,0.117424,,0.118781,,0.119242,,0.11996,,0.116484,,0.118831,,0.114855,,0.116554,,0.114152,,0.116077,
2600,0.117639,,0.120449,,0.118039,,0.12057,,0.118582,,0.1188,,0.1161,,0.118465,,0.118968,,0.119545,
2700,0.117791,,0.119398,,0.119608,,0.120413,,0.1197,,0.116886,,0.110941,,0.116923,,0.118199,,0.115845,
2800,0.119585,,0.120562,,0.120396,,0.12073,,0.116515,,0.114867,,0.11175,,0.119637,,0.114299,,0.119269,
2900,0.116414,,0.118901,,0.116071,,0.119623,,0.115654,,0.11835,,0.115977,,0.116097,,0.11616,,0.119208,
3000,0.115158,,0.117203,,0.11831,,0.120132,,0.117501,,0.118835,,0.114817,,0.115052,,0.116238,,0.11719,
3100,0.114729,,0.120162,,0.117018,,0.120827,,0.118401,,0.116221,,0.113275,,0.117133,,0.115428,,0.115785,
3200,0.116497,,0.11673,,0.116699,,0.118111,,0.118803,,0.119297,,0.111704,,0.120538,,0.114132,,0.117786,
3300,0.11781,,0.119824,,0.118752,,0.119673,,0.115101,,0.118992,,0.114867,,0.119177,,0.117087,,0.113194,
3400,0.116843,,0.114107,,0.116297,,0.119936,,0.1147,,0.117265,,0.114879,,0.112798,,0.116629,,0.117351,
3500,0.116429,,0.119209,,0.117754,,0.118255,,0.117805,,0.115276,,0.112521,,0.117791,,0.113753,,0.11711,
3600,0.120483,,0.114698,,0.117021,,0.118145,,0.120184,,0.117902,,0.109396,,0.117877,,0.119429,,0.116681,
3700,0.121896,,0.118776,,0.114942,,0.120481,,0.11529,,0.120599,,0.112781,,0.11573,,0.115985,,0.117425,
3800,0.117305,,0.120963,,0.117684,,0.11879,,0.116358,,0.116867,,0.116007,,0.113081,,0.114706,,0.116412,
3900,0.117922,,0.118761,,0.115636,,0.119797,,0.11698,,0.11515,,0.113991,,0.116062,,0.116319,,0.114013,
4000,0.115773,,0.117276,,0.118421,,0.118178,,0.119225,,0.11798,,0.108792,,0.117975,,0.116283,,0.117981,
4100,0.119306,,0.116492,,0.116486,,0.121946,,0.116237,,0.117992,,0.11163,,0.115957,,0.112216,,0.118308,
4200,0.113303,,0.116689,,0.114176,,0.117891,,0.115582,,0.116439,,0.112544,,0.112697,,0.115498,,0.115504,
4300,0.120148,,0.115822,,0.118507,,0.117604,,0.113773,,0.113894,,0.114157,,0.120723,,0.117256,,0.120156,
4400,0.117435,,0.11859,,0.114474,,0.119894,,0.116831,,0.117372,,0.110447,,0.117834,,0.117098,,0.117162,
4500,0.116168,,0.113279,,0.115773,,0.120116,,0.118235,,0.118509,,0.110386,,0.117885,,0.114614,,0.112862,
4600,0.114999,,0.122565,,0.118493,,0.11741,,0.115442,,0.115688,,0.115845,,0.113362,,0.117982,,0.118473,
4700,0.112114,,0.113466,,0.113966,,0.121753,,0.111197,,0.115917,,0.114998,,0.115539,,0.11587,,0.124107,
4800,0.115992,,0.118035,,0.117492,,0.119296,,0.115374,,0.118372,,0.112551,,0.118327,,0.115049,,0.11776,
4900,0.119177,,0.116173,,0.114755,,0.116572,,0.117957,,0.117157,,0.110617,,0.116238,,0.115479,,0.11793,
5000,0.118569,,0.120175,,0.119331,,0.116684,,0.115431,,0.113855,,0.113416,,0.110775,,0.116667,,0.11566,
5100,0.116451,,0.117232,,0.116788,,0.120239,,0.113505,,0.116301,,0.112598,,0.115004,,0.114577,,0.114573,
5200,0.117552,,0.115801,,0.114359,,0.118103,,0.112665,,0.118468,,0.109628,,0.117758,,0.11408,,0.116561,
5300,0.114308,,0.116071,,0.119354,,0.115965,,0.116094,,0.116614,,0.107828,,0.116225,,0.117152,,0.114794,
5400,0.117091,,0.113749,,0.114191,,0.119413,,0.119105,,0.117015,,0.113461,,0.122472,,0.1159,,0.113985,
5500,0.118302,,0.117497,,0.113613,,0.120982,,0.11454,,0.117101,,0.11473,,0.114257,,0.114211,,0.117956,
5600,0.113645,,0.111478,,0.118234,,0.118494,,0.115631,,0.117445,,0.111428,,0.120058,,0.116743,,0.121324,
5700,0.1167,,0.11804,,0.119002,,0.118867,,0.115658,,0.115218,,0.108845,,0.116829,,0.116416,,0.116814,
5800,0.116795,,0.119416,,0.119634,,0.11972,,0.117919,,0.114407,,0.109101,,0.113172,,0.118102,,0.115392,
5900,0.114886,,0.117459,,0.116767,,0.115838,,0.115858,,0.117924,,0.112899,,0.113992,,0.116119,,0.115813,
6000,0.11657,,0.113717,,0.113808,,0.115446,,0.115148,,0.11778,,0.112424,,0.117852,,0.116237,,0.113424,
6100,0.116387,,0.118527,,0.11825,,0.119137,,0.113938,,0.114926,,0.114824,,0.116753,,0.111966,,0.12016,
6200,0.112544,,0.115903,,0.112786,,0.118529,,0.116686,,0.115067,,0.108168,,0.111244,,0.114086,,0.113403,
6300,0.114201,,0.114019,,0.118773,,0.115042,,0.117811,,0.118377,,0.114733,,0.114829,,0.116443,,0.114663,
6400,0.115985,,0.115031,,0.117638,,0.11759,,0.120472,,0.118346,,0.113229,,0.117815,,0.114763,,0.116589,
6500,0.116481,,0.11269,,0.114399,,0.12047,,0.111816,,0.113991,,0.108681,,0.117181,,0.113642,,0.111654,
6600,0.118364,,0.117947,,0.117894,,0.115734,,0.115122,,0.117139,,0.109202,,0.114166,,0.116299,,0.11613,
6700,0.114517,,0.11117,,0.113547,,0.116765,,0.118429,,0.117292,,0.114063,,0.118371,,0.115932,,0.116298,
6800,0.11459,,0.117031,,0.118258,,0.119969,,0.115671,,0.11886,,0.112696,,0.118276,,0.112903,,0.110859,
6900,0.113346,,0.112904,,0.119197,,0.117084,,0.11426,,0.116653,,0.11048,,0.116581,,0.116237,,0.113276,
7000,0.118939,,0.116922,,0.112511,,0.116293,,0.115426,,0.115229,,0.108307,,0.116877,,0.116326,,0.115872,
7100,0.115297,,0.11622,,0.117199,,0.119078,,0.115231,,0.117486,,0.113196,,0.116066,,0.113423,,0.115607,
7200,0.114964,,0.116372,,0.118193,,0.118816,,0.116068,,0.121836,,0.112997,,0.116892,,0.116347,,0.118518,
7300,0.115037,,0.114621,,0.115288,,0.118519,,0.122592,,0.114962,,0.111394,,0.116959,,0.116371,,0.115385,
7400,0.114614,,0.113265,,0.116668,,0.116844,,0.11106,,0.117847,,0.108423,,0.115327,,0.113552,,0.120817,
7500,0.116326,,0.120845,,0.115188,,0.118952,,0.115048,,0.11764,,0.114534,,0.11873,,0.115964,,0.114757,
7600,0.115327,,0.112456,,0.116583,,0.115161,,0.115313,,0.114541,,0.114793,,0.118051,,0.116705,,0.115519,
7700,0.115426,,0.116102,,0.114172,,0.118601,,0.11672,,0.114374,,0.113247,,0.115785,,0.116477,,0.111911,
7800,0.115981,,0.111145,,0.114464,,0.118474,,0.115571,,0.118092,,0.106128,,0.112457,,0.112108,,0.115631,
7900,0.115806,,0.116347,,0.117736,,0.117885,,0.112841,,0.116354,,0.1127,,0.113699,,0.116336,,0.115716,
8000,0.11347,,0.113701,,0.111848,,0.113058,,0.113986,,0.112911,,0.115734,,0.117089,,0.116558,,0.111509,
8100,0.117554,,0.116353,,0.117121,,0.117041,,0.118796,,0.115177,,0.117574,,0.116387,,0.110354,,0.115975,
8200,0.116856,,0.112602,,0.112849,,0.118686,,0.116696,,0.116931,,0.11033,,0.112715,,0.114088,,0.115108,
8300,0.114164,,0.114341,,0.113832,,0.11396,,0.111162,,0.115609,,0.11413,,0.118158,,0.115964,,0.112041,
8400,0.114066,,0.11445,,0.117418,,0.11577,,0.115898,,0.115264,,0.114862,,0.11653,,0.113729,,0.115493,
8500,0.112073,,0.113242,,0.111962,,0.11762,,0.116046,,0.117462,,0.116334,,0.119211,,0.115601,,0.116714,
8600,0.118319,,0.114889,,0.1189,,0.11661,,0.114869,,0.117062,,0.110476,,0.113301,,0.115773,,0.117233,
8700,0.115665,,0.111676,,0.117571,,0.113801,,0.114221,,0.115684,,0.107817,,0.116728,,0.117178,,0.116476,
8800,0.115121,,0.117757,,0.114827,,0.118926,,0.114099,,0.113904,,0.112195,,0.11689,,0.111873,,0.114035,
8900,0.114324,,0.119816,,0.117561,,0.117751,,0.116547,,0.115736,,0.116837,,0.118861,,0.117109,,0.118266,
9000,0.116476,,0.116038,,0.113786,,0.113211,,0.114885,,0.117533,,0.117196,,0.113426,,0.116007,,0.11456,
9100,0.12031,,0.115973,,0.117024,,0.11752,,0.11383,,0.117467,,0.11027,,0.112722,,0.111474,,0.112494,
9200,0.115635,,0.116147,,0.116483,,0.11876,,0.117684,,0.114183,,0.114016,,0.117542,,0.113652,,0.114031,
9300,0.116373,,0.113292,,0.112053,,0.115855,,0.12215,,0.117776,,0.116109,,0.116796,,0.116756,,0.116024,
9400,0.113865,,0.11886,,0.11773,,0.114435,,0.119441,,0.116215,,0.114149,,0.113145,,0.11328,,0.112276,
9500,0.111934,,0.114888,,0.11717,,0.119031,,0.118501,,0.113169,,0.109419,,0.11284,,0.11337,,0.112389,
9600,0.112738,,0.112187,,0.117052,,0.118525,,0.116446,,0.113623,,0.112072,,0.117735,,0.11505,,0.115872,
9700,0.114307,,0.118411,,0.119743,,0.123091,,0.118591,,0.11703,,0.11495,,0.117834,,0.117635,,0.1102,
9800,0.115509,,0.111121,,0.111867,,0.115948,,0.120457,,0.116613,,0.115024,,0.111979,,0.116355,,0.113163,
9900,0.114794,,0.116664,,0.118903,,0.118492,,0.121225,,0.113413,,0.110114,,0.115787,,0.116475,,0.115885,
